"EventName"	"GroupName"	"RSVP"	"Date_ms"	"Date"	"Time"	"Fees"	"Location"	"Address"	"url"
"48 Hour Game Design Challenge (Ludum Dare)"	"TinkerMill: The Longmont Makerspace"	3	1533949200000	"2018-08-10"	"06:00:00 PM"	"NULL"	"TinkerMill on Delaware Pl."	"1840 Delaware Pl."	"https://www.meetup.com/LongmontHackerSpace/events/253495464/"
"Learn the art of touching & receiving touch,  awakening bliss & natural healing"	"Boulder Journeys to Tantric Bliss"	3	1533949200000	"2018-08-10"	"06:00:00 PM"	"NULL"	"Osho Leela Meditation Center"	"Boulder"	"https://www.meetup.com/Boulder-Journeys-to-Tantric-Bliss/events/253448184/"
"Blues Night at Caffe Sole Boulder"	"Broomfield Social"	5	1.533951e+12	"2018-08-10"	"06:30:00 PM"	"NULL"	"Cafe Sole"	"637R South Broadway, Boulder, CO 80305 (in the Table Mesa Shopping Center)"	"https://www.meetup.com/Broomfield-Social/events/253270637/"
"Sweet Summertime Community Chant"	"Boulder Community Chant, Meditation & More"	3	1.533951e+12	"2018-08-10"	"06:30:00 PM"	"NULL"	"Prajna Studio"	"765 Gilpin Dr."	"https://www.meetup.com/Boulder-Mantra-Meditation-Magic-and-more/events/253463628/"
"SVCG Volunteering for the Celestial Seasonings B-Strong Ride"	"St Vrain Chain Gang Cycling Club (SVCG) - Longmont, CO"	17	1533992400000	"2018-08-11"	"06:00:00 AM"	"NULL"	"Celestial Seasonings "	"4600 Sleepytime Drive Boulder, CO 80301"	"https://www.meetup.com/St-Vrain-Chain-Gang/events/249725860/"
"Morning Thunder! BStrong benefit ride, north Boulder, Ward, Lyons"	"Denver Cycling Club (DCC)"	3	1533993300000	"2018-08-11"	"06:15:00 AM"	"NULL"	"4600 Sleepytime Dr, Boulder, CO 80301"	"4600 Sleepytime Dr, Boulder, CO 80301"	"https://www.meetup.com/Denver-Cycling-Club-DCC/events/253521355/"
"Boulder - Super Jamestown Loop"	"Rocky Mountain Cycling Club RMCC"	8	1533995100000	"2018-08-11"	"06:45:00 AM"	"NULL"	"Boulder start location--the East Boulder Community Center (south lot) at 5660 Sioux Drive."	"5660 Sioux Drive."	"https://www.meetup.com/Rocky-Mountain-Cycling-Club-RMCC/events/252856931/"
"Puppy Kindergarten Social"	"Puppy Kindergarten Social"	19	1533999600000	"2018-08-11"	"08:00:00 AM"	"NULL"	"Training Spot"	"1280 Centaur Village Drive"	"https://www.meetup.com/Puppy-Kindergarten-Social/events/252758464/"
"Interacciones (Beginner 9-10am) (Intermediate 10-11am) (Advanced 11-12pm)"	"Boulder Spanish Meetup!"	12	1533999600000	"2018-08-11"	"08:00:00 AM"	"NULL"	"NULL"	"NULL"	"https://www.meetup.com/boulderspanish/events/251808812/"
"freeCodeCamp Study Group - Learn Web Development, Self Paced, Beginners Welcome!"	"Free Code Camp - Boulder Study Group"	10	1533999600000	"2018-08-11"	"08:00:00 AM"	"NULL"	"Galvanize - Walnut Street (Boulder)"	"1023 Walnut St"	"https://www.meetup.com/freeCodeCamp-Boulder/events/253185990/"
"Walk and talk with a health coach!   Learn how to stop dieting and lose weight."	"Walk, Talk, and Lose Weight"	6	1533999600000	"2018-08-11"	"08:00:00 AM"	"NULL"	"Lehigh St & Lafayette St, South Boulder"	"Lehigh St & Lafayette St, South Boulder"	"https://www.meetup.com/Walk-Talk-and-Lose-Weight/events/253384318/"
"Interacciones (Beginner 9-10am) (Intermediate 10-11am) (Advanced 11-12pm)"	"Boulder Spanish Meetup!"	6	1533999600000	"2018-08-11"	"08:00:00 AM"	"NULL"	"NULL"	"NULL"	"https://www.meetup.com/boulderspanish/events/253430730/"
"2nd Saturday Demo: Chasing and Repousse Tool Making "	"Boulder Metalsmithing Association"	23	1534001400000	"2018-08-11"	"08:30:00 AM"	"NULL"	"Boulder Metalsmithing Association"	"4919 Broadway, Unit 15"	"https://www.meetup.com/BoulderMA/events/252154557/"
"Saturday Prompt Driven Workshop"	"The Writing Life"	8	1534001400000	"2018-08-11"	"08:30:00 AM"	"NULL"	"Industious "	"1919 14th Street, Suite 700 "	"https://www.meetup.com/meetup-group-UakePabw/events/252161957/"
"Boulder, CO Flag Football -- Saturday Morning Pick-Up Flag Football Game"	"Boulder, CO Flag Football -- Weekly Meetup"	4	1534001400000	"2018-08-11"	"08:30:00 AM"	"NULL"	"Centennial Middle School Track"	"2428 Norwood Avenue"	"https://www.meetup.com/Boulder-Flag-Football-Meetup-Group/events/253517990/"
"Web Development Immersive Basic Training JavaScript"	"Learn To Code Boulder"	10	1534003200000	"2018-08-11"	"09:00:00 AM"	"NULL"	"Galvanize Boulder"	"1023 Walnut St."	"https://www.meetup.com/Learn-To-Code-Boulder/events/252479188/"
"Open Studio Pottery"	"TinkerMill: The Longmont Makerspace"	4	1534003200000	"2018-08-11"	"09:00:00 AM"	"15"	"TinkerMill on Delaware Pl."	"1840 Delaware Pl."	"https://www.meetup.com/LongmontHackerSpace/events/253304612/"
"Boulder Low Carb Diabetes Support Group"	"Boulder Low Carb Diabetes Meetup"	4	1534003200000	"2018-08-11"	"09:00:00 AM"	"NULL"	"First Congregational Church"	"1128 Pine Street, 80302"	"https://www.meetup.com/Boulder-Low-Carb-Diabetes-Meetup/events/253163865/"
"Volunteer Fair"	"Longmont Public Library Meetups"	3	1534003200000	"2018-08-11"	"09:00:00 AM"	"NULL"	"Longmont Public Library"	"409 4th Ave."	"https://www.meetup.com/Longmont-Public-Library-Meetups/events/252002440/"
"Classics-Fathers and Sons by Ivan Turgenev"	"Boulder Bookaholics Book Club"	15	1.534005e+12	"2018-08-11"	"09:30:00 AM"	"NULL"	"Zolo Grill"	"2525 Arapahoe Ave"	"https://www.meetup.com/Boulder-Bookaholics/events/250583118/"
"Foundry Fundamentals and Practice Pour"	"TinkerMill: The Longmont Makerspace"	7	1534006800000	"2018-08-11"	"10:00:00 AM"	"50"	"TinkerMill on Delaware Pl"	"1840 Delaware Pl"	"https://www.meetup.com/LongmontHackerSpace/events/253453476/"
"Monthly open studio"	"Boulder Metalsmithing Association"	3	1534006800000	"2018-08-11"	"10:00:00 AM"	"NULL"	"Boulder Metalsmithing Association"	"4919 Broadway, Unit 15"	"https://www.meetup.com/BoulderMA/events/252133727/"
"Go-Kart Racing!"	"Boulder 20s and 30s Social"	16	1.534014e+12	"2018-08-11"	"12:00:00 PM"	"NULL"	"Safeway"	"4800 Baseline Road"	"https://www.meetup.com/Boulder-20s-and-30s-Social/events/252399781/"
"Foundry Practice Pour session (towards your certification)"	"TinkerMill: The Longmont Makerspace"	4	1.534014e+12	"2018-08-11"	"12:00:00 PM"	"5"	"TinkerMill on Delaware Pl"	"1840 Delaware Pl"	"https://www.meetup.com/LongmontHackerSpace/events/253454579/"
"The Art of Electronics: Finish a Project or Kick-off a New Idea"	"TinkerMill: The Longmont Makerspace"	4	1534017600000	"2018-08-11"	"01:00:00 PM"	"NULL"	"TinkerMill on Delaware Pl."	"1840 Delaware Pl."	"https://www.meetup.com/LongmontHackerSpace/events/253146778/"
"Moore's Law (future salon series)"	"Solid State Depot - The Boulder Hackerspace"	4	1534017600000	"2018-08-11"	"01:00:00 PM"	"NULL"	"Solid State Depot"	"1965 33rd Street, UNIT B"	"https://www.meetup.com/SolidStateDepot/events/253250737/"
"Poetry Workshop"	"Boulder Poetry Meetup"	3	1534017600000	"2018-08-11"	"01:00:00 PM"	"NULL"	"Boulder Public Library Flatirons Meeting Room Second Floor"	"11th & Arapahoe"	"https://www.meetup.com/Boulder-Poetry-Meetup/events/253276124/"
"Moore's Law"	"Boulder Future Salon"	3	1534017600000	"2018-08-11"	"01:00:00 PM"	"NULL"	"The Boulder HackerSpace (Solid State Depot)"	"1965 33rd Street, UNIT B, Boulder, CO"	"https://www.meetup.com/future-51/events/253251142/"
"Bitcoin Get-Together"	"Boulder Valley Bitcoin Meetup"	7	1534024800000	"2018-08-11"	"03:00:00 PM"	"NULL"	"Boulder Public Library (Arapahoe Room)"	"1001 Arapahoe Ave, Boulder, CO"	"https://www.meetup.com/Boulder-Valley-Bitcoin-Meetup/events/253533994/"
"Boulder Weekly Potluck--Pre-Cube of Truth potluck (Note unusual time!)"	"Animal Rights: DxE Colorado"	3	1534024800000	"2018-08-11"	"03:00:00 PM"	"NULL"	"House"	"3007 10th St"	"https://www.meetup.com/Animal-rights-DxE-Colorado/events/253531438/"
"Pop Up: Saturday Afternoon At ACREAGE! "	"Boulder Dines Out"	4	1.534032e+12	"2018-08-11"	"05:00:00 PM"	"NULL"	"Acreage by Stem Ciders"	"1380 Horizon Avenue"	"https://www.meetup.com/boulder-dines/events/253105365/"
"Perseid meteor shower"	"Trails and Ales"	19	1534039200000	"2018-08-11"	"07:00:00 PM"	"NULL"	"Intersection of 7th & University"	"701 University Ave"	"https://www.meetup.com/Trails-and-Ales-etc/events/253526933/"
"Let's see Cyrano de Bergerac in Boulder!"	"Frolic - Denver Objectivism Social Group"	7	1534039200000	"2018-08-11"	"07:00:00 PM"	"NULL"	"Mary Rippon Outdoor Theater - CU Boulder Campus"	"Broadway & College Ave"	"https://www.meetup.com/FROLIC-Denver/events/250490056/"
"Bob and Betty Lakes (IPWA)"	"Boulder CHAOS"	7	1534078800000	"2018-08-12"	"06:00:00 AM"	"NULL"	"Boulder County Justice Center"	"6th and Canyon"	"https://www.meetup.com/BoulderCHAOS/events/253306807/"
"Sunday Amante VELO - Ward w/ Brainard Option"	"Peak to Peak Cycling"	5	1534082400000	"2018-08-12"	"07:00:00 AM"	"NULL"	"Amante Coffee"	"4580 Broadway St, North Boulder"	"https://www.meetup.com/peaktopeakcycling/events/253453196/"
"Retreat Practice Day for Zen Peacemaker Order Colorado"	"Zen Peacemakers Order Colorado"	21	1534084200000	"2018-08-12"	"07:30:00 AM"	"NULL"	"Willow Farm Contemplative Center"	"11898 North 75th Street"	"https://www.meetup.com/Zen-Peacemakers-Order-Colorado/events/251214446/"
"NO DROP - King Soopers - Southern Sun 36 mile Loop  "	"Denver Cycling Club (DCC)"	12	1534084200000	"2018-08-12"	"07:30:00 AM"	"NULL"	"Starbucks"	"3600 Table Mesa Dr, Boulder, CO 80303"	"https://www.meetup.com/Denver-Cycling-Club-DCC/events/253622542/"
"Sunday Spiritual Service"	"Unity of Boulder Spiritual Community"	4	1.534086e+12	"2018-08-12"	"08:00:00 AM"	"NULL"	"Unity of Boulder"	"2855 Folsom Street"	"https://www.meetup.com/unity-community/events/253551512/"
"The Equine Yogi Workshop Series!"	"Hatha Equus"	3	1534089600000	"2018-08-12"	"09:00:00 AM"	"NULL"	"Heart and Soul Ranch"	"10069 North 65th"	"https://www.meetup.com/Hatha-Equus/events/252659973/"
"Sunday Spiritual Service"	"Unity of Boulder Spiritual Community"	4	1534093200000	"2018-08-12"	"10:00:00 AM"	"NULL"	"Unity of Boulder Spiritual Center"	"2855 Folsom Street"	"https://www.meetup.com/unity-community/events/253556583/"
"Yikes - Shopgirl Rescheduled.. August 12, 12:00pm"	"Books to Movies"	4	1534096800000	"2018-08-12"	"11:00:00 AM"	"NULL"	"Boulder Library Flagstaff Room"	"1001 Araphoe Ave"	"https://www.meetup.com/bookstofilms/events/252099744/"
"Sunday Open House!"	"TinkerMill: The Longmont Makerspace"	5	1.534104e+12	"2018-08-12"	"01:00:00 PM"	"NULL"	"TinkerMill on Delaware Pl."	"1840 Delaware Pl."	"https://www.meetup.com/LongmontHackerSpace/events/253562372/"
"Colorado Brazil Fest: BBQ and Samba Jam"	"Vamos Falar Português!"	4	1.534104e+12	"2018-08-12"	"01:00:00 PM"	"NULL"	"Boulder Beer"	"2880 Wilderness Place"	"https://www.meetup.com/VamosFalarPortugues/events/253594928/"
"Picnic & Love's Labour's Lost @ CU Shakespeare Festival (Buy Tickets In Advance)"	"Laid-Back Singles Denver-Boulder"	34	1534114800000	"2018-08-12"	"04:00:00 PM"	"NULL"	"Mary Rippon Outdoor Theater - CU Boulder Campus"	"Broadway & College Ave"	"https://www.meetup.com/LaidBackSingles/events/252320598/"
"Picnic & Love's Labour's Lost @ CU Shakespeare Festival (Buy Tickets In Advance)"	"9th Hour Happy Hour - Boulder"	33	1534114800000	"2018-08-12"	"04:00:00 PM"	"NULL"	"Mary Rippon Outdoor Theater - CU Boulder Campus"	"Broadway & College Ave"	"https://www.meetup.com/9th-Hour-Happy-Hour-Boulder/events/252320643/"
"A Somatic Inquiry Evening ~ \"Who Am I?\" (w qi gong and subtle body practices)"	"Boulder Somatic Meditation and Breathwork"	7	1.534122e+12	"2018-08-12"	"06:00:00 PM"	"NULL"	"My Home "	"8725 Streamcrest Dr Boulder CO 80302 "	"https://www.meetup.com/Boulder-Somatic-Meditation-and-Breathwork/events/253571989/"
"Talk Sexy BOULDER - All About Sex Work"	"Temple of Ishtar - A Sacred Sexuality Sanctuary"	4	1.534122e+12	"2018-08-12"	"06:00:00 PM"	"NULL"	"Alchemy of Movement "	"2436 30th St"	"https://www.meetup.com/Ishtar/events/253434386/"
"Sanitas Valley Run"	"Boulder Women's Running Club"	4	1534165200000	"2018-08-13"	"06:00:00 AM"	"NULL"	"NULL"	"NULL"	"https://www.meetup.com/Boulder-Womens-Running-Club/events/253581522/"
"Focus on Your Business Coffee Meetup - North Denver"	"ASMP Colorado Professional Photographers"	4	1.534167e+12	"2018-08-13"	"06:30:00 AM"	"NULL"	"East Simpson Coffee Company"	"414 E Simpson St"	"https://www.meetup.com/Colorado-Professional-Photographers/events/253246945/"
"Monday Mornings at the Museum"	"Boulder Family Nature Club"	8	1534174200000	"2018-08-13"	"08:30:00 AM"	"NULL"	"CU Museum of Natural History"	"Henderson Building, 15th and Broadway"	"https://www.meetup.com/Boulder-Family-Nature-Club/events/253098101/"
"Weekly Playgroup"	"Boulder Toddler Playdates Meetup (2.5 to 3.5 yrs)"	4	1534174200000	"2018-08-13"	"08:30:00 AM"	"NULL"	"NULL"	"NULL"	"https://www.meetup.com/Boulder-Playdates-Meetup/events/253586658/"
"Quiet Writing"	"Lighthouse Writers Workshop North"	7	1.534176e+12	"2018-08-13"	"09:00:00 AM"	"NULL"	"Louisville Public Library"	"951 Spruce St"	"https://www.meetup.com/Lighthouse-Writers-North/events/253554268/"
